fid,year,Year_kharif,id,cropland_rainfed,cropland_rainfed_herbaceous_cover,cropland_rainfed_tree_or_shrub_cover,cropland_irrigated,mosaic_cropland,mosaic_natural_vegetation,tree_broadleaved_evergreen_closed_to_open,tree_broadleaved_deciduous_closed_to_open,tree_broadleaved_deciduous_closed,tree_broadleaved_deciduous_open,tree_needleleaved_evergreen_closed_to_open,tree_needleleaved_evergreen_closed,tree_needleleaved_evergreen_open,tree_needleleaved_deciduous_closed_to_open,tree_needleleaved_deciduous_closed,tree_needleleaved_deciduous_open,tree_mixed,mosaic_tree_and_shrub,mosaic_herbaceous,shrubland,shrubland_evergreen,shrubland_deciduous,grassland,lichens_and_mosses,sparse_vegetation,sparse_tree,sparse_shrub,sparse_herbaceous,tree_cover_flooded_fresh_or_brakish_water,tree_cover_flooded_saline_water,shrub_or_herbaceous_cover_flooded,urban,bare_areas,bare_areas_consolidated,bare_areas_unconsolidated,water,snow_and_ice,Area_Hec_Rice,Prod_Ton_Rice,Yield_Rice,total_agr_Area_hect,rice_area_pct,LULC_rice_area_sqkm
2,2018,2018 - 2019,1,886,4,0,1017,28,172,0,2345,0,0,0,0,0,41,0,0,0,25,0,323,0,0,25,0,5,0,0,0,0,0,0,0,6,0,0,297,0,32700.0,94307.0,2.88,74205.0,0.440671114,5.883295996201472
2,2019,2019 - 2020,1,886,4,0,1017,28,172,0,2345,0,0,0,0,0,41,0,0,0,25,0,323,0,0,25,0,5,0,0,0,0,0,0,0,6,0,0,297,0,29917.0,87178.0,2.91,75215.0,0.397753108,5.310307831461564
2,2020,2020 - 2021,1,886,4,0,1017,28,172,0,2345,0,0,0,0,0,41,0,0,0,25,0,323,0,0,25,0,5,0,0,0,0,0,0,0,6,0,0,297,0,33788.0,99472.0,2.94,80082.0,0.421917535,5.632921390878129
2,2021,2021 - 2022,1,886,4,0,1017,28,172,0,2345,0,0,0,0,0,41,0,0,0,25,0,323,0,0,25,0,5,0,0,0,0,0,0,0,6,0,0,297,0,31903.0,99697.0,3.13,136734.0,0.233321632,3.1150220192848703
3,2010,2010 - 2011,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,27442.0,42014.0,1.53,69057.0,0.397381873,6.7766335040287835
3,2011,2011 - 2012,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,32987.0,67260.0,2.04,78616.0,0.41959652,7.155464375210399
3,2012,2012 - 2013,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,35344.0,73586.0,2.08,84524.0,0.418153424,7.130854967062762
3,2013,2013 - 2014,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,30842.0,66680.0,2.16,72661.0,0.424464293,7.238475493339099
3,2014,2014 - 2015,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,29426.0,52290.0,1.78,72796.0,0.404225507,6.893339379673268
3,2015,2015 - 2016,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,42653.0,63425.0,1.49,88282.0,0.483144922,8.239168135700476
3,2016,2016 - 2017,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,32582.0,84583.0,2.6,77312.0,0.421435224,7.186820166646794
3,2017,2017 - 2018,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,38874.0,105698.0,2.72,81159.0,0.478985695,8.168239995908198
3,2018,2018 - 2019,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,32700.0,94307.0,2.88,74205.0,0.440671114,7.514853691854452
3,2019,2019 - 2020,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,29917.0,87178.0,2.91,75215.0,0.397753108,6.782964249615833
3,2020,2020 - 2021,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,33788.0,99472.0,2.94,80082.0,0.421917535,7.195045113741856
3,2021,2021 - 2022,1,1612,0,0,805,44,20,0,2498,0,0,0,0,0,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,92,0,31903.0,99697.0,3.13,136734.0,0.233321632,3.978881011076905
4,2010,2010 - 2011,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,27442.0,42014.0,1.53,69057.0,0.397381873,1.7626790034224762
4,2011,2011 - 2012,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32987.0,67260.0,2.04,78616.0,0.41959652,1.8612171967721816
4,2012,2012 - 2013,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,35344.0,73586.0,2.08,84524.0,0.418153424,1.8548160114339591
4,2013,2013 - 2014,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,30842.0,66680.0,2.16,72661.0,0.424464293,1.8828093272731288
4,2014,2014 - 2015,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,29426.0,52290.0,1.78,72796.0,0.404225507,1.7930355213678937
4,2015,2015 - 2016,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,42653.0,63425.0,1.49,88282.0,0.483144922,2.1431007992143365
4,2016,2016 - 2017,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32582.0,84583.0,2.6,77312.0,0.421435224,1.8693731926907697
4,2017,2017 - 2018,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,38874.0,105698.0,2.72,81159.0,0.478985695,2.124651588010966
4,2018,2018 - 2019,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32700.0,94307.0,2.88,74205.0,0.440671114,1.9546984219448589
4,2019,2019 - 2020,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,29917.0,87178.0,2.91,75215.0,0.397753108,1.7643257019366672
4,2020,2020 - 2021,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,33788.0,99472.0,2.94,80082.0,0.421917535,1.871512594436505
4,2021,2021 - 2022,1,996,5,0,99,8,2,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,31903.0,99697.0,3.13,136734.0,0.233321632,1.034951943494075
5,2010,2010 - 2011,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,411463.0,849415.0,6.129999999999999,456141.0,2.7076181239999997,62.20928059818015
5,2011,2011 - 2012,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,409548.0,921890.0,6.67,453429.0,2.7104787679999998,62.375543562546106
5,2012,2012 - 2013,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,403615.0,949608.0,7.02,447600.0,2.701464435,62.289049398299795
5,2013,2013 - 2014,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,401891.0,968855.0,7.18,443338.0,2.722038258,62.61211134350273
5,2014,2014 - 2015,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,409163.0,906176.0,6.45,448613.0,2.734491817,62.9186611360949
5,2015,2015 - 2016,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,399812.0,767854.0,5.6,438440.0,2.730307981,62.84336170810593
5,2016,2016 - 2017,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,415916.0,904783.0,6.46,460117.0,2.71564175,62.36439217185125
5,2017,2017 - 2018,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,411493.0,998322.0,7.15,452126.0,2.728754064,62.88402182971724
5,2018,2018 - 2019,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,404039.0,1078466.0,7.8100000000000005,451002.0,2.6957516950000002,61.79381243782608
5,2019,2019 - 2020,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,400153.0,1153215.0,8.75,441686.0,2.718059818,62.591462087932825
5,2020,2020 - 2021,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,409930.0,1087682.0,8.1,449713.0,2.745859569,62.446063615742275
5,2021,2021 - 2022,3,342,0,0,12834,0,57,306,1101,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,405,0,411246.0,1071251.0,7.94,873182.0,1.414674852,32.353000592833325
6,2010,2010 - 2011,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,244012.0,485879.0,3.96,268365.0,1.815858794,65.18402671775573
6,2011,2011 - 2012,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,242768.0,522619.0,4.28,265680.0,1.822165115,65.64630583838175
6,2012,2012 - 2013,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,238853.0,544458.0,4.56,262596.0,1.810878286,65.46676940086402
6,2013,2013 - 2014,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,240727.0,570458.0,4.71,261701.0,1.834752077,66.06337717774065
6,2014,2014 - 2015,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,243349.0,499434.0,4.0,265266.0,1.830119234,65.86919281601281
6,2015,2015 - 2016,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,230044.0,349546.0,3.1399999999999997,252150.0,1.8189976579999998,65.46844107069191
6,2016,2016 - 2017,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,250230.0,484438.0,3.92,273554.0,1.827544968,65.5763364928342
6,2017,2017 - 2018,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,245093.0,584485.0,4.66,266367.0,1.8329697409999999,66.21298123407125
6,2018,2018 - 2019,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,243042.0,606262.0,4.88,267029.0,1.820639586,65.12414398114953
6,2019,2019 - 2020,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,236758.0,693421.0,5.9399999999999995,258439.0,1.8263944699999999,65.88144334574466
6,2020,2020 - 2021,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,243576.0,640356.0,5.41,271943.0,1.810077379,63.45183031081382
6,2021,2021 - 2022,2,1716,0,0,7700,8,54,22,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8,0,0,0,0,0,0,0,10,50,0,0,0,458,0,243952.0,612029.0,5.2,521692.0,0.93871821,33.32610332973243
7,2010,2010 - 2011,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,4575.0,10756.0,2.35,79564.0,0.05750088,2.6656602186151477
7,2011,2011 - 2012,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,5108.0,14292.0,2.8,80417.0,0.063518908,2.9446475634020812
7,2012,2012 - 2013,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,5088.0,15483.0,3.04,80411.0,0.063274925,2.933336853424801
7,2013,2013 - 2014,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,7931.0,24126.0,3.04,81977.0,0.096746648,4.48503902649773
7,2014,2014 - 2015,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,5792.0,14515.0,2.51,84400.0,0.068625592,3.1813862774502573
7,2015,2015 - 2016,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,6362.0,17470.0,2.75,81068.0,0.078477328,3.6380989527953775
7,2016,2016 - 2017,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,5375.0,13927.0,2.59,81720.0,0.065773372,3.0491613551753547
7,2017,2017 - 2018,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,4223.0,11770.0,2.79,82074.0,0.051453566,2.385315215907808
7,2018,2018 - 2019,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,5866.0,16736.0,2.85,81621.0,0.071868759,3.3317349547961594
7,2019,2019 - 2020,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,9586.0,29506.0,3.08,86091.0,0.111347295,5.1619045609720295
7,2020,2020 - 2021,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,5443.0,16236.0,2.98,60356.0,0.090181589,4.180692091126283
7,2021,2021 - 2022,1,104,2,0,2485,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,117,0,0,0,36,0,4847.0,13998.0,2.89,69800.0,0.069441261,3.219199549262056
8,2010,2010 - 2011,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,34677.0,87486.0,4.9,171278.0,0.385716856,3.3772102409449647
8,2011,2011 - 2012,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,35079.0,96023.0,5.529999999999999,176106.0,0.37673150299999997,3.228433499844846
8,2012,2012 - 2013,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,15186.0,41566.0,5.62,113108.0,0.37211059799999996,3.1837354659100963
8,2013,2013 - 2014,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,17227.0,49393.0,5.76,113815.0,0.388724787,3.0338777491744575
8,2014,2014 - 2015,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,14442.0,38242.0,5.25,104873.0,0.49113328500000003,4.343939009878943
8,2015,2015 - 2016,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,16111.0,42505.0,5.32,111727.0,0.39645899700000004,3.2866554882427885
8,2016,2016 - 2017,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,14691.0,36891.0,5.0600000000000005,113004.0,0.363561379,3.0729321312094577
8,2017,2017 - 2018,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,13171.0,35062.0,5.390000000000001,115760.0,0.317083204,2.7364079223186595
8,2018,2018 - 2019,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,14964.0,40063.0,5.41,114640.0,0.347407085,2.850466498106071
8,2019,2019 - 2020,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,20248.0,59264.0,5.87,120043.0,0.425378869,3.2677551792597797
8,2020,2020 - 2021,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,13547.0,39786.0,5.890000000000001,91332.0,0.35180349,2.7207164361710956
8,2021,2021 - 2022,2,180,4,0,1582,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,750,0,0,0,18,0,14494.0,40045.0,5.59,113270.0,0.291364426,2.303300951352852
9,2010,2010 - 2011,2,2664,0,0,7288,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,42,0,244012.0,485879.0,3.96,268365.0,1.815858794,62.60314488279882
9,2011,2011 - 2012,2,2664,0,0,7288,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,42,0,242768.0,522619.0,4.28,265680.0,1.822165115,63.21117277818708
9,2012,2012 - 2013,2,2664,0,0,7288,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,42,0,238853.0,544458.0,4.56,262596.0,1.810878286,63.19565297102751
9,2013,2013 - 2014,2,2664,0,0,7288,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,42,0,240727.0,570458.0,4.71,261701.0,1.834752077,63.587554908582256
9,2014,2014 - 2015,2,2664,0,0,7288,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,42,0,243349.0,499434.0,4.0,265266.0,1.830119234,63.38167128970955
9,2015,2015 - 2016,2,2664,0,0,7288,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,42,0,230044.0,349546.0,3.1399999999999997,252150.0,1.8189976579999998,62.995730009379805
9,2016,2016 - 2017,2,2664,0,0,7288,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,42,0,250230.0,484438.0,3.92,273554.0,1.827544968,62.961013097919306
